Id,Label,FromId,ToId,Properties:dist_int
3969,route,7,32,233.0
3970,route,7,34,969.0
3971,route,7,35,199.0
3972,route,7,38,1220.0
3973,route,7,40,1557.0
3974,route,7,45,120.0
3975,route,7,41,309.0
3976,route,7,46,405.0
3977,route,8,1,729.0
3978,route,8,2,3030.0
3979,route,8,3,190.0
3980,route,8,4,630.0
3981,route,8,5,1560.0
3982,route,8,6,1210.0
3983,route,8,7,1190.0
3984,route,8,9,1120.0
3985,route,8,10,1170.0
3986,route,8,11,225.0
3987,route,8,12,1390.0
3988,route,8,13,1230.0
3989,route,8,14,1390.0
3990,route,8,15,983.0
3991,route,8,16,1120.0
3992,route,8,17,852.0
3993,route,8,18,801.0
3994,route,8,19,1100.0
3995,route,8,20,865.0
3996,route,8,21,1060.0
3997,route,8,22,1660.0
3998,route,8,23,1460.0
3999,route,8,24,1430.0
4000,route,8,25,927.0
4001,route,8,26,1170.0
4002,route,8,28,1200.0
4003,route,8,29,986.0
4004,route,8,30,1050.0
4005,route,8,31,640.0
4006,route,8,33,248.0
4007,route,8,34,448.0
4008,route,8,35,1370.0
4009,route,8,36,686.0
4010,route,8,37,3770.0
4011,route,8,38,248.0
4012,route,8,39,549.0
4013,route,8,40,2162.0
4014,route,8,41,1019.0
4015,route,8,42,1452.0
4016,route,8,43,810.0
4017,route,8,44,549.0
4018,route,8,45,1300.0
4019,route,8,46,986.0
4020,route,9,1,582.0
4021,route,9,3,1110.0
4022,route,9,4,793.0
4023,route,9,5,1240.0
4024,route,9,6,925.0
4025,route,9,7,899.0
4026,route,9,8,1120.0
4027,route,9,10,901.0
4028,route,9,11,964.0
4029,route,9,12,1070.0
4030,route,9,13,2337.0
4031,route,9,14,1080.0
4032,route,9,15,177.0
4033,route,9,17,1487.0
4034,route,9,18,1180.0
4035,route,9,20,1972.0
4036,route,9,21,681.0
4037,route,9,22,2712.0
4038,route,9,23,2577.0
4039,route,9,25,197.0
4040,route,9,26,2263.0
4041,route,9,27,2322.0
4042,route,9,29,2080.0
4043,route,9,30,2173.0
4044,route,9,31,1700.0
4045,route,9,32,1100.0
4046,route,9,33,1143.0
4047,route,9,34,674.0
4048,route,9,35,1065.0
4049,route,9,38,955.0
4050,route,9,40,1045.0
4051,route,9,41,1063.0
4052,route,9,45,995.0
4053,route,9,46,1130.0
4054,route,10,1,535.0
4055,route,10,3,1294.0
4056,route,10,4,540.0
4057,route,10,5,411.0
4058,route,10,8,1170.0
4059,route,10,9,901.0
4060,route,10,11,1190.0
4061,route,10,12,227.0
4062,route,10,13,2280.0
4063,route,10,14,228.0
4064,route,10,15,758.0
4065,route,10,16,922.0
4066,route,10,17,908.0
4067,route,10,18,587.0
4068,route,10,20,1951.0
4069,route,10,21,224.0
4070,route,10,22,2300.0
4071,route,10,23,2410.0
4072,route,10,25,811.0
4073,route,10,26,2253.0
4074,route,10,29,1822.0
4075,route,10,30,2059.0
4076,route,10,31,1450.0
4077,route,10,33,1360.0
4078,route,10,34,955.0
4079,route,10,35,212.0
4080,route,10,37,4806.0
4081,route,10,40,1573.0
4082,route,10,41,287.0
4083,route,10,42,2401.0
4084,route,10,45,135.0
4085,route,10,46,383.0
4086,route,11,1,687.0
4087,route,11,2,3260.0
4088,route,11,3,142.0
4089,route,11,4,657.0
4090,route,11,5,1590.0
4091,route,11,6,1230.0
4092,route,11,7,1210.0
4093,route,11,8,225.0
4094,route,11,9,964.0
4095,route,11,10,1190.0
4096,route,11,12,1410.0
4097,route,11,13,1370.0
4098,route,11,14,1420.0
4099,route,11,15,852.0
4100,route,11,16,963.0
4101,route,11,17,1040.0
4102,route,11,18,926.0
4103,route,11,19,954.0
4104,route,11,20,1010.0
4105,route,11,21,1040.0
4106,route,11,22,1870.0
4107,route,11,23,1630.0
4108,route,11,24,1600.0
4109,route,11,25,786.0
4110,route,11,26,1300.0
4111,route,11,28,1340.0
4112,route,11,29,1190.0
4113,route,11,30,1220.0
4114,route,11,31,861.0
4115,route,11,33,190.0
4116,route,11,34,304.0
4117,route,11,35,1400.0
4118,route,11,37,3890.0
4119,route,11,39,665.0
4120,route,11,40,2004.0
4121,route,11,41,1090.0
4122,route,11,43,933.0
4123,route,11,45,1320.0
4124,route,11,46,1080.0
4125,route,12,1,760.0
4126,route,12,3,1520.0
4127,route,12,4,763.0
4128,route,12,5,186.0
4129,route,12,6,184.0
4130,route,12,7,213.0
4131,route,12,8,1390.0
4132,route,12,9,1070.0
4133,route,12,10,227.0
4134,route,12,11,1410.0
4135,route,12,13,2470.0
4136,route,12,15,945.0
4137,route,12,16,1090.0
4138,route,12,17,1020.0
4139,route,12,18,737.0
4140,route,12,19,1030.0
4141,route,12,20,2150.0
4142,route,12,21,427.0
4143,route,12,22,2410.0
4144,route,12,23,2580.0
4145,route,12,24,2560.0
4146,route,12,25,1010.0
4147,route,12,26,2440.0
4148,route,12,27,2460.0
4149,route,12,28,2447.0
4150,route,12,29,1980.0
4151,route,12,30,2240.0
4152,route,12,31,1620.0
4153,route,12,33,1580.0
4154,route,12,34,1180.0
4155,route,12,37,4970.0
4156,route,12,38,1430.0
4157,route,12,40,1600.0
4158,route,12,41,423.0
4159,route,12,42,2567.0
4160,route,12,43,2131.0
4161,route,12,45,93.0
4162,route,12,46,507.0
4163,route,13,1,1940.0
4164,route,13,2,2340.0
4165,route,13,3,1230.0
4166,route,13,4,1790.0
4167,route,13,5,2600.0
4168,route,13,6,2320.0
4169,route,13,7,2300.0
4170,route,13,8,1230.0
4171,route,13,9,2337.0
4172,route,13,10,2280.0
4173,route,13,11,1370.0
4174,route,13,12,2470.0
4175,route,13,15,2210.0
4176,route,13,16,2340.0
4177,route,13,17,1530.0
4178,route,13,18,1740.0
4179,route,13,19,2324.0
4180,route,13,20,369.0
4181,route,13,21,2230.0
4182,route,13,22,954.0
4183,route,13,23,338.0
4184,route,13,24,294.0
4185,route,13,25,2150.0
4186,route,13,26,109.0
4187,route,13,29,589.0
4188,route,13,30,236.0
4189,route,13,31,860.0
4190,route,13,33,1210.0
4191,route,13,34,1670.0
4192,route,13,35,2450.0
4193,route,13,36,1550.0
4194,route,13,37,2550.0
4195,route,13,38,1390.0
4196,route,13,39,712.0
4197,route,13,41,2047.0
4198,route,13,42,337.0
4199,route,13,43,450.0
4200,route,13,44,708.0
4201,route,13,45,2390.0
4202,route,13,46,1970.0
4203,route,14,1,761.0
4204,route,14,4,762.0
4205,route,14,5,184.0
4206,route,14,7,214.0
4207,route,14,8,1390.0
4208,route,14,9,1080.0
4209,route,14,10,228.0
4210,route,14,11,1420.0
4211,route,14,15,950.0
4212,route,14,16,1100.0
4213,route,14,17,1020.0
4214,route,14,18,731.0
4215,route,14,19,1040.0
4216,route,14,20,2143.0
4217,route,14,21,431.0
4218,route,14,25,1010.0
4219,route,14,31,1610.0
4220,route,14,34,1180.0
4221,route,14,38,1430.0
4222,route,14,41,417.0
4223,route,14,45,94.0
4224,route,14,46,500.0
4225,route,15,1,404.0
4226,route,15,3,994.0
4227,route,15,4,616.0
4228,route,15,5,1120.0
4229,route,15,6,788.0
4230,route,15,7,760.0
4231,route,15,8,983.0
4232,route,15,9,177.0
4233,route,15,10,758.0
4234,route,15,11,852.0
4235,route,15,12,945.0
4236,route,15,13,2210.0
4237,route,15,14,950.0
4238,route,15,16,193.0
4239,route,15,17,1310.0
4240,route,15,18,1010.0
4241,route,15,20,1844.0
4242,route,15,21,534.0
4243,route,15,22,2549.0
4244,route,15,23,2440.0
4245,route,15,24,2415.0
4246,route,15,26,2143.0
4247,route,15,29,1930.0
4248,route,15,30,2030.0
4249,route,15,31,1540.0
4250,route,15,32,972.0
4251,route,15,33,1038.0
4252,route,15,34,550.0
4253,route,15,35,938.0
4254,route,15,36,1097.0
4255,route,15,38,847.0
4256,route,15,40,1188.0
4257,route,15,41,896.0
4258,route,15,45,863.0
4259,route,15,46,958.0
4260,route,16,1,596.0
4261,route,16,3,1101.0
4262,route,16,4,806.0
4263,route,16,5,1260.0
4264,route,16,6,947.0
4265,route,16,7,921.0
4266,route,16,8,1120.0
4267,route,16,10,922.0
4268,route,16,11,963.0
4269,route,16,12,1090.0
4270,route,16,13,2340.0
4271,route,16,14,1100.0
4272,route,16,15,193.0
4273,route,16,17,1501.0
4274,route,16,18,1200.0
4275,route,16,20,1967.0
4276,route,16,21,702.0
4277,route,16,22,2720.0
4278,route,16,23,2580.0
4279,route,16,25,204.0
4280,route,16,26,2262.0
4281,route,16,29,2085.0
4282,route,16,30,2169.0
4283,route,16,31,1710.0
4284,route,16,32,1120.0
4285,route,16,33,1140.0
4286,route,16,34,674.0
4287,route,16,35,1087.0
4288,route,16,38,953.0
4289,route,16,40,1044.0
4290,route,16,41,1082.0
4291,route,16,45,1020.0
4292,route,16,46,1150.0
4293,route,17,1,906.0
4294,route,17,2,2519.0
4295,route,17,3,1040.0
4296,route,17,4,694.0
4297,route,17,5,1120.0
4298,route,17,6,936.0
4299,route,17,7,931.0
4300,route,17,8,852.0
4301,route,17,9,1487.0
4302,route,17,10,908.0
4303,route,17,11,1040.0
4304,route,17,12,1020.0
4305,route,17,13,1530.0
4306,route,17,14,1020.0
4307,route,17,15,1310.0
4308,route,17,16,1501.0
4309,route,17,18,333.0
4310,route,17,19,1452.0
4311,route,17,20,1276.0
4312,route,17,21,978.0
4313,route,17,22,1390.0
4314,route,17,23,1584.0
4315,route,17,24,1575.0
4316,route,17,25,1306.0
4317,route,17,26,1532.0
4318,route,17,28,1522.0
4319,route,17,29,991.0
4320,route,17,30,1299.0
4321,route,17,31,679.0
4322,route,17,33,1097.0
4323,route,17,34,1039.0
4324,route,17,35,1008.0
4325,route,17,36,220.0
4326,route,17,37,3964.0
4327,route,17,41,620.0
4328,route,17,42,1578.0
4329,route,17,43,1296.0
4330,route,17,45,977.0
4331,route,17,46,526.0
4332,route,18,1,606.0
4333,route,18,2,2840.0
4334,route,18,3,973.0
4335,route,18,4,409.0
4336,route,18,5,863.0
4337,route,18,6,620.0
4338,route,18,7,610.0
4339,route,18,8,801.0
4340,route,18,9,1180.0
4341,route,18,10,587.0
4342,route,18,11,926.0
4343,route,18,12,737.0
4344,route,18,13,1740.0
4345,route,18,14,731.0
4346,route,18,15,1010.0
4347,route,18,16,1200.0
4348,route,18,17,333.0
4349,route,18,19,1140.0
4350,route,18,20,1440.0
4351,route,18,21,645.0
4352,route,18,22,1710.0
4353,route,18,23,1840.0
4354,route,18,24,1820.0
4355,route,18,25,1010.0
4356,route,18,26,1720.0
4357,route,18,28,1720.0
4358,route,18,29,1250.0
4359,route,18,30,1510.0
4360,route,18,31,885.0
4361,route,18,32,735.0
4362,route,18,33,1040.0
4363,route,18,34,838.0
4364,route,18,35,717.0
4365,route,18,36,195.0
4366,route,18,37,4230.0
4367,route,18,39,1234.0
4368,route,18,40,2072.0
4369,route,18,41,314.0
4370,route,18,42,1830.0
4371,route,18,43,1434.0
4372,route,18,45,676.0
4373,route,18,46,234.0
4374,route,19,1,546.0
4375,route,19,5,1200.0
4376,route,19,6,885.0
4377,route,19,7,859.0
4378,route,19,8,1100.0
4379,route,19,11,954.0
4380,route,19,12,1030.0
4381,route,19,13,2324.0
4382,route,19,14,1040.0
4383,route,19,17,1452.0
4384,route,19,18,1140.0
4385,route,19,21,639.0
4386,route,19,25,174.0
4387,route,19,31,1677.0
4388,route,19,32,1060.0
4389,route,19,35,1023.0
4390,route,19,40,1062.0
4391,route,19,41,1021.0
4392,route,19,45,953.0
4393,route,19,46,1090.0
4394,route,20,1,1580.0
4395,route,20,2,2547.0
4396,route,20,3,866.0
4397,route,20,4,1444.0
4398,route,20,5,2290.0
4399,route,20,6,1999.0
4400,route,20,8,865.0
4401,route,20,9,1972.0
4402,route,20,10,1951.0
4403,route,20,11,1010.0
4404,route,20,12,2150.0
4405,route,20,13,369.0
4406,route,20,14,2143.0
4407,route,20,15,1844.0
4408,route,20,16,1967.0
4409,route,20,17,1276.0
4410,route,20,18,1440.0
4411,route,20,21,1885.0
4412,route,20,22,1106.0
4413,route,20,23,649.0
4414,route,20,24,621.0
4415,route,20,26,304.0
4416,route,20,28,338.0
4417,route,20,29,508.0
4418,route,20,30,255.0
4419,route,20,31,601.0
4420,route,20,33,841.0
4421,route,20,34,1300.0
4422,route,20,35,2133.0
4423,route,20,37,2911.0
4424,route,20,38,1020.0
4425,route,20,39,346.0
4426,route,20,41,1733.0
4427,route,20,42,644.0
4428,route,20,43,110.0
4429,route,20,44,369.0
4430,route,20,45,2070.0
4431,route,20,46,1670.0
4432,route,21,1,356.0
4433,route,21,3,1159.0
4434,route,21,4,441.0
4435,route,21,5,612.0
4436,route,21,6,255.0
4437,route,21,7,226.0
4438,route,21,8,1060.0
4439,route,21,9,681.0
4440,route,21,10,224.0
4441,route,21,11,1040.0
4442,route,21,12,427.0
4443,route,21,13,2230.0
4444,route,21,14,431.0
4445,route,21,15,534.0
4446,route,21,16,702.0
4447,route,21,17,978.0
4448,route,21,18,645.0
4449,route,21,19,639.0
4450,route,21,20,1885.0
4451,route,21,22,2347.0
4452,route,21,23,2392.0
4453,route,21,25,588.0
4454,route,21,26,2187.0
4455,route,21,29,1818.0
4456,route,21,30,2020.0
4457,route,21,31,1430.0
4458,route,21,33,1222.0
4459,route,21,35,416.0
4460,route,21,34,778.0
4461,route,21,38,1050.0
4462,route,21,40,1434.0
4463,route,21,41,416.0
4464,route,21,45,338.0
4465,route,21,46,501.0
4466,route,22,1,2180.0
4467,route,22,2,1440.0
4468,route,22,3,1768.0
4469,route,22,4,1972.0
4470,route,22,5,2490.0
4471,route,22,7,2320.0
4472,route,22,6,2335.0
4473,route,22,8,1660.0
4474,route,22,9,2712.0
4475,route,22,10,2300.0
4476,route,22,11,1870.0
4477,route,22,12,2410.0
4478,route,22,13,954.0
4479,route,22,15,2549.0
4480,route,22,16,2720.0
4481,route,22,17,1390.0
4482,route,22,18,1710.0
4483,route,22,20,1106.0
4484,route,22,21,2347.0
4485,route,22,23,678.0
4486,route,22,24,696.0
4487,route,22,25,2515.0
4488,route,22,26,1050.0
4489,route,22,27,965.0
4490,route,22,28,978.0
4491,route,22,29,687.0
4492,route,22,30,866.0
4493,route,22,31,1020.0
4494,route,22,33,1772.0
4495,route,22,34,2082.0
4496,route,22,35,2393.0
4497,route,22,37,2670.0
4498,route,22,38,1891.0
4499,route,22,39,1367.0
4500,route,22,42,671.0
4501,route,22,43,1215.0
4502,route,22,45,2370.0
4503,route,22,46,1920.0
4504,route,23,1,2130.0
4505,route,23,2,2010.0
4506,route,23,3,1500.0
4507,route,23,4,1963.0
4508,route,23,5,2700.0
4509,route,23,6,2450.0
4510,route,23,7,2434.0
4511,route,23,8,1460.0
4512,route,23,9,2577.0
4513,route,23,10,2410.0
4514,route,23,11,1630.0
4515,route,23,12,2580.0
4516,route,23,13,338.0
4517,route,23,15,2440.0
4518,route,23,16,2580.0
4519,route,23,17,1584.0
4520,route,23,18,1840.0
4521,route,23,20,649.0
4522,route,23,21,2392.0
4523,route,23,22,678.0
4524,route,23,25,2387.0
4525,route,23,26,446.0
4526,route,23,27,354.0
4527,route,23,28,371.0
4528,route,23,29,597.0
4529,route,23,30,412.0
4530,route,23,31,965.0
4531,route,23,33,1480.0
4532,route,23,34,1910.0
4533,route,23,35,2560.0
4534,route,23,37,2390.0
4535,route,23,41,2154.0
4536,route,23,43,750.0
4537,route,23,45,2510.0
4538,route,23,46,2070.0
4539,route,24,1,2110.0
4540,route,24,3,1476.0
4541,route,24,5,2680.0
4542,route,24,6,2431.0
4543,route,24,8,1430.0
4544,route,24,11,1600.0
4545,route,24,12,2560.0
4546,route,24,13,294.0
4547,route,24,15,2415.0
4548,route,24,17,1575.0
4549,route,24,18,1820.0
4550,route,24,20,621.0
4551,route,24,22,696.0
4552,route,24,26,417.0
4553,route,24,27,324.0
4554,route,24,28,342.0
4555,route,24,29,584.0
4556,route,24,30,386.0
4557,route,24,31,946.0
4558,route,24,33,1451.0
4559,route,24,34,1880.0
4560,route,24,35,2541.0
4561,route,24,37,2410.0
4562,route,24,38,1618.0
4563,route,24,43,720.0
4564,route,24,46,2056.0
4565,route,25,1,406.0
4566,route,25,3,925.0
4567,route,25,4,612.0
4568,route,25,5,1180.0
4569,route,25,6,842.0
4570,route,25,7,815.0
4571,route,25,8,927.0
4572,route,25,9,197.0
4573,route,25,10,811.0
4574,route,25,11,786.0
4575,route,25,12,1010.0
4576,route,25,13,2150.0
4577,route,25,14,1010.0
4578,route,25,16,204.0
4579,route,25,17,1306.0
4580,route,25,18,1010.0
4581,route,25,19,174.0
4582,route,25,21,588.0
4583,route,25,22,2515.0
4584,route,25,23,2387.0
4585,route,25,26,2081.0
4586,route,25,29,1884.0
4587,route,25,30,1984.0
4588,route,25,31,1500.0
4589,route,25,32,1030.0
4590,route,25,33,970.0
4591,route,25,34,488.0
4592,route,25,35,997.0
4593,route,25,38,779.0
4594,route,25,40,1236.0
4595,route,25,41,928.0
4596,route,25,45,922.0
4597,route,25,46,985.0
4598,route,26,1,1890.0
4599,route,26,3,1160.0
4600,route,26,4,1746.0
4601,route,26,5,2580.0
4602,route,26,6,2296.0
4603,route,26,7,2276.0
4604,route,26,8,1170.0
4605,route,26,9,2263.0
4606,route,26,10,2253.0
4607,route,26,11,1300.0
4608,route,26,12,2440.0
4609,route,26,13,109.0
4610,route,26,15,2143.0
4611,route,26,16,2262.0
4612,route,26,17,1532.0
4613,route,26,18,1720.0
4614,route,26,20,304.0
4615,route,26,21,2187.0
4616,route,26,22,1050.0
4617,route,26,23,446.0
4618,route,26,24,417.0
4619,route,26,25,2081.0
4620,route,26,29,626.0
4621,route,26,30,258.0
4622,route,26,31,852.0
4623,route,26,33,1129.0
4624,route,26,34,1599.0
4625,route,26,35,2425.0
4626,route,26,37,2614.0
4627,route,26,38,1310.0
4628,route,26,39,634.0
4629,route,26,42,446.0
4630,route,26,41,2021.0
4631,route,26,43,367.0
4632,route,26,45,2360.0
4633,route,26,46,1950.0
4634,route,27,1,2460.0
4635,route,27,2,2360.0
4636,route,27,3,1220.0
4637,route,27,5,2590.0
4638,route,27,9,2322.0
4639,route,27,12,2460.0
4640,route,27,22,965.0
4641,route,27,23,354.0
4642,route,27,24,324.0
4643,route,27,30,255.0
4644,route,27,37,2564.0
4645,route,27,42,352.0
4646,route,28,1,1910.0
4647,route,28,3,1206.0
4648,route,28,8,1200.0
4649,route,28,11,1340.0
4650,route,28,12,2447.0
4651,route,28,17,1522.0
4652,route,28,18,1720.0
4653,route,28,20,338.0
4654,route,28,22,978.0
4655,route,28,23,371.0
4656,route,28,24,342.0
4657,route,28,29,226.0
4658,route,28,30,226.0
4659,route,28,31,844.0
4660,route,28,33,1174.0
4661,route,28,35,2433.0
4662,route,28,38,1350.0
4663,route,28,42,370.0
4664,route,28,46,1954.0
4665,route,29,1,1590.0
4666,route,29,3,1080.0
4667,route,29,4,1400.0
4668,route,29,5,2100.0
4669,route,29,6,1865.0
4670,route,29,8,986.0
4671,route,29,9,2080.0
4672,route,29,10,1822.0
4673,route,29,11,1190.0
4674,route,29,12,1980.0
4675,route,29,13,589.0
4676,route,29,15,1930.0
4677,route,29,16,2085.0
4678,route,29,17,991.0
4679,route,29,18,1250.0
4680,route,29,20,508.0
4681,route,29,21,1818.0
4682,route,29,22,687.0
4683,route,29,23,597.0
4684,route,29,24,584.0
4685,route,29,25,1884.0
4686,route,29,26,626.0
4687,route,29,28,226.0
4688,route,29,30,368.0
4689,route,29,31,390.0
4690,route,29,33,1086.0
4691,route,29,34,1428.0
4692,route,29,35,1969.0
4693,route,29,39,694.0
4694,route,29,41,1560.0
4695,route,29,42,586.0
4696,route,29,43,601.0
4697,route,29,45,1920.0
4698,route,29,46,1480.0
4699,route,30,1,1740.0
4700,route,30,2,2304.0
4701,route,30,3,1080.0
4702,route,30,4,1582.0
4703,route,30,5,2370.0
4704,route,30,6,2106.0
4705,route,30,7,2089.0
4706,route,30,8,1050.0
4707,route,30,9,2173.0
4708,route,30,10,2059.0
4709,route,30,11,1220.0
4710,route,30,12,2240.0
4711,route,30,13,236.0
4712,route,30,15,2030.0
4713,route,30,16,2169.0
4714,route,30,17,1299.0
4715,route,30,18,1510.0
4716,route,30,20,255.0
4717,route,30,21,2020.0
4718,route,30,22,866.0
4719,route,30,23,412.0
4720,route,30,24,386.0
4721,route,30,25,1984.0
4722,route,30,26,258.0
4723,route,30,27,255.0
4724,route,30,28,226.0
4725,route,30,29,368.0
4726,route,30,31,627.0
4727,route,30,33,1069.0
4728,route,30,34,1500.0
4729,route,30,35,2227.0
4730,route,30,36,1319.0
4731,route,30,37,2762.0
4732,route,30,38,1230.0
4733,route,30,39,582.0
4734,route,30,41,1819.0
4735,route,30,42,406.0
4736,route,30,43,364.0
4737,route,30,45,2170.0
4738,route,30,46,1740.0
4739,route,31,1,1200.0
4740,route,31,2,2400.0
4741,route,31,3,768.0
4742,route,31,4,1010.0
4743,route,31,5,1750.0
4744,route,31,6,1490.0
4745,route,31,7,1470.0
4746,route,31,8,640.0
4747,route,31,9,1700.0
4748,route,31,10,1450.0
4749,route,31,11,861.0
4750,route,31,12,1620.0
4751,route,31,13,860.0
4752,route,31,14,1610.0
4753,route,31,15,1540.0
4754,route,31,16,1710.0
4755,route,31,17,679.0
4756,route,31,18,885.0
4757,route,31,19,1677.0
4758,route,31,20,601.0
4759,route,31,21,1430.0
4760,route,31,22,1020.0
4761,route,31,23,965.0
4762,route,31,24,946.0
4763,route,31,25,1500.0
4764,route,31,26,852.0
4765,route,31,28,844.0
4766,route,31,29,390.0
4767,route,31,30,627.0
4768,route,31,33,795.0
4769,route,31,34,1060.0
4770,route,31,35,1600.0
4771,route,31,36,691.0
4772,route,31,37,3364.0
4773,route,31,38,882.0
4774,route,31,39,564.0
4775,route,31,41,1197.0
